Year,"Country of Asylum","Country of Origin","Country of Asylum ISO","Country of Origin ISO",Refugees,Asylum-seekers,IDPs,"Other people in need of international protection","Stateless persons","Host community","Others of concern"
2023,"United States of America","Trinidad and Tobago",USA,TTO,39,294,0,0,0,0,0
2022,Belgium,"Trinidad and Tobago",BEL,TTO,0,10,0,0,0,0,0
2022,Brazil,"Trinidad and Tobago",BRA,TTO,0,13,0,0,0,0,0
2022,Canada,"Trinidad and Tobago",CAN,TTO,48,77,0,0,0,0,0
2022,"United Kingdom of Great Britain and Northern Ireland","Trinidad and Tobago",GBR,TTO,105,226,0,0,0,0,0
2022,Germany,"Trinidad and Tobago",DEU,TTO,5,0,0,0,0,0,0
2022,Ireland,"Trinidad and Tobago",IRL,TTO,0,5,0,0,0,0,0
2022,Mexico,"Trinidad and Tobago",MEX,TTO,5,5,0,0,0,0,0
2022,"Netherlands (Kingdom of the)","Trinidad and Tobago",NLD,TTO,94,15,0,0,0,0,0
2022,Spain,"Trinidad and Tobago",ESP,TTO,5,10,0,0,0,0,0
2022,"Trinidad and Tobago","Trinidad and Tobago",TTO,TTO,0,0,0,0,0,5433,789
2022,"United States of America","Trinidad and Tobago",USA,TTO,34,266,0,0,0,0,0
2019,Aruba,"Venezuela (Bolivarian Republic of)",ABW,VEN,0,398,0,16602,0,0,0
2019,Anguilla,"Venezuela (Bolivarian Republic of)",AIA,VEN,0,0,0,11,0,0,0
2019,Albania,"Venezuela (Bolivarian Republic of)",ALB,VEN,5,0,0,0,0,0,0
2019,Argentina,"Venezuela (Bolivarian Republic of)",ARG,VEN,309,2717,0,173343,0,0,0
2019,Australia,"Venezuela (Bolivarian Republic of)",AUS,VEN,72,274,0,0,0,0,0
2019,Austria,"Venezuela (Bolivarian Republic of)",AUT,VEN,31,29,0,0,0,0,0
2019,Barbados,"Venezuela (Bolivarian Republic of)",BRB,VEN,0,5,0,0,0,0,0
2019,Belgium,"Venezuela (Bolivarian Republic of)",BEL,VEN,273,322,0,0,0,0,0
2019,"Bolivia (Plurinational State of)","Venezuela (Bolivarian Republic of)",BOL,VEN,0,235,0,5472,0,0,0
2019,Brazil,"Venezuela (Bolivarian Republic of)",BRA,VEN,20941,103657,0,123507,0,0,0
2019,Canada,"Venezuela (Bolivarian Republic of)",CAN,VEN,3067,1388,0,0,0,0,0
2019,"Cayman Islands","Venezuela (Bolivarian Republic of)",CYM,VEN,0,0,0,52,0,0,0
2019,Chile,"Venezuela (Bolivarian Republic of)",CHL,VEN,14,2768,0,452712,0,0,0
2019,Colombia,"Venezuela (Bolivarian Republic of)",COL,VEN,425,8824,0,1771237,0,0,0
2019,"Costa Rica","Venezuela (Bolivarian Republic of)",CRI,VEN,577,6809,0,20828,0,0,0
2019,"Curacao ","Venezuela (Bolivarian Republic of)",CUW,VEN,14,296,0,16190,0,0,0
2019,Cyprus,"Venezuela (Bolivarian Republic of)",CYP,VEN,0,5,0,0,0,0,0
2019,Czechia,"Venezuela (Bolivarian Republic of)",CZE,VEN,0,35,0,0,0,0,0
2019,Denmark,"Venezuela (Bolivarian Republic of)",DNK,VEN,5,14,0,0,0,0,0
2019,"Dominican Rep.","Venezuela (Bolivarian Republic of)",DOM,VEN,0,246,0,33816,0,0,0
2019,Ecuador,"Venezuela (Bolivarian Republic of)",ECU,VEN,374,14442,0,374045,0,0,0
2019,Finland,"Venezuela (Bolivarian Republic of)",FIN,VEN,7,13,0,0,0,0,0
2019,France,"Venezuela (Bolivarian Republic of)",FRA,VEN,551,676,0,0,0,0,0
2019,"United Kingdom of Great Britain and Northern Ireland","Venezuela (Bolivarian Republic of)",GBR,VEN,51,42,0,0,0,0,0
2019,Germany,"Venezuela (Bolivarian Republic of)",DEU,VEN,320,923,0,0,0,0,0
2019,Greece,"Venezuela (Bolivarian Republic of)",GRC,VEN,6,34,0,0,0,0,0
2019,Guatemala,"Venezuela (Bolivarian Republic of)",GTM,VEN,23,49,0,0,0,0,0
2019,Guyana,"Venezuela (Bolivarian Republic of)",GUY,VEN,0,0,0,22000,0,0,0
2019,Honduras,"Venezuela (Bolivarian Republic of)",HND,VEN,7,0,0,0,0,0,0
2019,Iceland,"Venezuela (Bolivarian Republic of)",ISL,VEN,164,32,0,0,0,0,0
2019,India,"Venezuela (Bolivarian Republic of)",IND,VEN,0,9,0,0,0,0,0
2019,Ireland,"Venezuela (Bolivarian Republic of)",IRL,VEN,46,104,0,0,0,0,0
2019,Israel,"Venezuela (Bolivarian Republic of)",ISR,VEN,0,5,0,0,0,0,0
2019,Italy,"Venezuela (Bolivarian Republic of)",ITA,VEN,1988,580,0,0,0,0,0
2019,Jamaica,"Venezuela (Bolivarian Republic of)",JAM,VEN,0,0,0,121,0,0,0
2019,Jordan,"Venezuela (Bolivarian Republic of)",JOR,VEN,0,5,0,0,0,0,0
2019,"Rep. of Korea","Venezuela (Bolivarian Republic of)",KOR,VEN,0,14,0,0,0,0,0
2019,Luxembourg,"Venezuela (Bolivarian Republic of)",LUX,VEN,15,55,0,0,0,0,0
2019,Mexico,"Venezuela (Bolivarian Republic of)",MEX,VEN,8781,8614,0,52982,0,0,0
2019,Malta,"Venezuela (Bolivarian Republic of)",MLT,VEN,5,65,0,0,0,0,0
2019,"Netherlands (Kingdom of the)","Venezuela (Bolivarian Republic of)",NLD,VEN,13,207,0,0,0,0,0
2019,Norway,"Venezuela (Bolivarian Republic of)",NOR,VEN,15,24,0,0,0,0,0
2019,Panama,"Venezuela (Bolivarian Republic of)",PAN,VEN,61,3724,0,115768,0,0,0
2019,Paraguay,"Venezuela (Bolivarian Republic of)",PRY,VEN,750,8,0,3588,0,0,0
2019,Peru,"Venezuela (Bolivarian Republic of)",PER,VEN,1230,482571,0,377864,0,0,0
2019,Poland,"Venezuela (Bolivarian Republic of)",POL,VEN,0,5,0,0,0,0,0
2019,Portugal,"Venezuela (Bolivarian Republic of)",PRT,VEN,0,67,0,0,0,0,0
2019,Spain,"Venezuela (Bolivarian Republic of)",ESP,VEN,35243,33960,0,0,0,0,0
2019,Suriname,"Venezuela (Bolivarian Republic of)",SUR,VEN,8,215,0,0,0,0,0
2019,Sweden,"Venezuela (Bolivarian Republic of)",SWE,VEN,13,220,0,0,0,0,0
2019,Switzerland,"Venezuela (Bolivarian Republic of)",CHE,VEN,15,49,0,0,0,0,0
2019,"Trinidad and Tobago","Venezuela (Bolivarian Republic of)",TTO,VEN,2040,14296,0,7664,0,0,0
2019,Uruguay,"Venezuela (Bolivarian Republic of)",URY,VEN,74,472,0,14362,0,0,0
2019,"United States of America","Venezuela (Bolivarian Republic of)",USA,VEN,15706,104989,0,0,0,0,0
2019,"Saint Vincent and the Grenadines","Venezuela (Bolivarian Republic of)",VCT,VEN,0,0,0,38,0,0,0
2019,"Venezuela (Bolivarian Republic of)","Venezuela (Bolivarian Republic of)",VEN,VEN,0,0,0,0,0,0,494503
2020,Aruba,"Venezuela (Bolivarian Republic of)",ABW,VEN,0,0,0,17000,0,0,0
2020,Anguilla,"Venezuela (Bolivarian Republic of)",AIA,VEN,0,0,0,21,0,0,0
2020,Albania,"Venezuela (Bolivarian Republic of)",ALB,VEN,5,0,0,0,0,0,0
2020,Argentina,"Venezuela (Bolivarian Republic of)",ARG,VEN,312,3826,0,171659,0,0,0
2020,Australia,"Venezuela (Bolivarian Republic of)",AUS,VEN,139,310,0,0,0,0,0
2020,Austria,"Venezuela (Bolivarian Republic of)",AUT,VEN,61,34,0,0,0,0,0
2020,Barbados,"Venezuela (Bolivarian Republic of)",BRB,VEN,0,5,0,0,0,0,0
2020,Belgium,"Venezuela (Bolivarian Republic of)",BEL,VEN,399,505,0,0,0,0,0
2020,"Bolivia (Plurinational State of)","Venezuela (Bolivarian Republic of)",BOL,VEN,242,157,0,9557,0,0,0
2020,Brazil,"Venezuela (Bolivarian Republic of)",BRA,VEN,46675,90934,0,163754,0,0,0
2020,Bulgaria,"Venezuela (Bolivarian Republic of)",BGR,VEN,0,5,0,0,0,0,0
2020,Canada,"Venezuela (Bolivarian Republic of)",CAN,VEN,3524,1000,0,0,0,0,0
2020,"Cayman Islands","Venezuela (Bolivarian Republic of)",CYM,VEN,0,0,0,39,0,0,0
2020,Chile,"Venezuela (Bolivarian Republic of)",CHL,VEN,14,2763,0,454547,0,0,0
2020,Colombia,"Venezuela (Bolivarian Republic of)",COL,VEN,771,19587,0,1729537,0,0,0
2020,"Costa Rica","Venezuela (Bolivarian Republic of)",CRI,VEN,1266,5422,0,22401,0,0,0
2020,"Curacao ","Venezuela (Bolivarian Republic of)",CUW,VEN,24,285,0,16691,0,0,0
2020,Czechia,"Venezuela (Bolivarian Republic of)",CZE,VEN,5,13,0,0,0,0,0
2020,Denmark,"Venezuela (Bolivarian Republic of)",DNK,VEN,5,11,0,0,0,0,0
2020,"Dominican Rep.","Venezuela (Bolivarian Republic of)",DOM,VEN,0,275,0,114050,0,0,0
2020,Ecuador,"Venezuela (Bolivarian Republic of)",ECU,VEN,410,13648,0,401777,0,0,0
2020,Finland,"Venezuela (Bolivarian Republic of)",FIN,VEN,7,9,0,0,0,0,0
2020,France,"Venezuela (Bolivarian Republic of)",FRA,VEN,778,748,0,0,0,0,0
2020,"United Kingdom of Great Britain and Northern Ireland","Venezuela (Bolivarian Republic of)",GBR,VEN,61,41,0,0,0,0,0
2020,Germany,"Venezuela (Bolivarian Republic of)",DEU,VEN,757,748,0,0,0,0,0
2020,Greece,"Venezuela (Bolivarian Republic of)",GRC,VEN,13,20,0,0,0,0,0
2020,Grenada,"Venezuela (Bolivarian Republic of)",GRD,VEN,0,0,0,234,0,0,0
2020,Guatemala,"Venezuela (Bolivarian Republic of)",GTM,VEN,27,76,0,0,0,0,0
2020,Guyana,"Venezuela (Bolivarian Republic of)",GUY,VEN,0,0,0,23307,0,0,0
2020,Honduras,"Venezuela (Bolivarian Republic of)",HND,VEN,7,5,0,0,0,0,0
2020,Iceland,"Venezuela (Bolivarian Republic of)",ISL,VEN,294,10,0,0,0,0,0
2020,India,"Venezuela (Bolivarian Republic of)",IND,VEN,5,6,0,0,0,0,0
2020,Indonesia,"Venezuela (Bolivarian Republic of)",IDN,VEN,0,5,0,0,0,0,0
2020,Ireland,"Venezuela (Bolivarian Republic of)",IRL,VEN,101,90,0,0,0,0,0
2020,Israel,"Venezuela (Bolivarian Republic of)",ISR,VEN,0,5,0,0,0,0,0
2020,Italy,"Venezuela (Bolivarian Republic of)",ITA,VEN,2119,780,0,0,0,0,0
2020,Jamaica,"Venezuela (Bolivarian Republic of)",JAM,VEN,0,0,0,67,0,0,0
2020,Jordan,"Venezuela (Bolivarian Republic of)",JOR,VEN,0,5,0,0,0,0,0
2020,"Rep. of Korea","Venezuela (Bolivarian Republic of)",KOR,VEN,0,11,0,0,0,0,0
2020,Lebanon,"Venezuela (Bolivarian Republic of)",LBN,VEN,0,5,0,0,0,0,0
2020,Luxembourg,"Venezuela (Bolivarian Republic of)",LUX,VEN,5,74,0,0,0,0,0
2020,Mexico,"Venezuela (Bolivarian Republic of)",MEX,VEN,13014,7362,0,81847,0,0,0
2020,Montenegro,"Venezuela (Bolivarian Republic of)",MNE,VEN,0,5,0,0,0,0,0
2020,Malta,"Venezuela (Bolivarian Republic of)",MLT,VEN,6,68,0,0,0,0,0
2020,"Netherlands (Kingdom of the)","Venezuela (Bolivarian Republic of)",NLD,VEN,30,197,0,0,0,0,0
2020,Norway,"Venezuela (Bolivarian Republic of)",NOR,VEN,15,0,0,0,0,0,0
2020,Panama,"Venezuela (Bolivarian Republic of)",PAN,VEN,65,2596,0,118937,0,0,0
2020,Paraguay,"Venezuela (Bolivarian Republic of)",PRY,VEN,1251,795,0,2879,0,0,0
2020,Peru,"Venezuela (Bolivarian Republic of)",PER,VEN,2628,532303,0,515039,0,0,0
2020,Poland,"Venezuela (Bolivarian Republic of)",POL,VEN,0,5,0,0,0,0,0
2020,Portugal,"Venezuela (Bolivarian Republic of)",PRT,VEN,0,76,0,0,0,0,0
2020,"El Salvador","Venezuela (Bolivarian Republic of)",SLV,VEN,0,16,0,0,0,0,0
2020,Spain,"Venezuela (Bolivarian Republic of)",ESP,VEN,75640,19065,0,0,0,0,0
2020,"Saint Kitts and Nevis","Venezuela (Bolivarian Republic of)",KNA,VEN,0,0,0,19,0,0,0
2020,Suriname,"Venezuela (Bolivarian Republic of)",SUR,VEN,12,267,0,0,0,0,0
2020,Sweden,"Venezuela (Bolivarian Republic of)",SWE,VEN,28,94,0,0,0,0,0
2020,Switzerland,"Venezuela (Bolivarian Republic of)",CHE,VEN,39,23,0,0,0,0,0
2020,"Sint Maarten (Dutch part)","Venezuela (Bolivarian Republic of)",SXM,VEN,0,8,0,0,0,0,0
2020,"Trinidad and Tobago","Venezuela (Bolivarian Republic of)",TTO,VEN,2841,16664,0,4663,0,0,0
2020,Uruguay,"Venezuela (Bolivarian Republic of)",URY,VEN,225,636,0,14063,0,0,0
2020,"United States of America","Venezuela (Bolivarian Republic of)",USA,VEN,17292,129667,0,0,0,0,0
2020,"Saint Vincent and the Grenadines","Venezuela (Bolivarian Republic of)",VCT,VEN,0,0,0,14,0,0,0
2020,"Venezuela (Bolivarian Republic of)","Venezuela (Bolivarian Republic of)",VEN,VEN,0,0,0,0,0,0,1112517
2021,Aruba,"Venezuela (Bolivarian Republic of)",ABW,VEN,0,0,0,17000,0,0,0
2021,Anguilla,"Venezuela (Bolivarian Republic of)",AIA,VEN,0,0,0,25,0,0,0
2021,Albania,"Venezuela (Bolivarian Republic of)",ALB,VEN,5,0,0,0,0,0,0
2021,Argentina,"Venezuela (Bolivarian Republic of)",ARG,VEN,315,5580,0,164622,0,0,0
2021,Australia,"Venezuela (Bolivarian Republic of)",AUS,VEN,143,336,0,0,0,0,0
2021,Austria,"Venezuela (Bolivarian Republic of)",AUT,VEN,83,32,0,0,0,0,0
2021,Barbados,"Venezuela (Bolivarian Republic of)",BRB,VEN,0,5,0,0,0,0,0
2021,Belgium,"Venezuela (Bolivarian Republic of)",BEL,VEN,479,250,0,0,0,0,0
2021,"Bolivia (Plurinational State of)","Venezuela (Bolivarian Republic of)",BOL,VEN,243,0,0,11828,0,0,0
2021,Brazil,"Venezuela (Bolivarian Republic of)",BRA,VEN,48931,85738,0,175992,0,0,0
2021,Bulgaria,"Venezuela (Bolivarian Republic of)",BGR,VEN,0,5,0,0,0,0,0
2021,Canada,"Venezuela (Bolivarian Republic of)",CAN,VEN,4108,748,0,0,0,0,0
2021,"Cayman Islands","Venezuela (Bolivarian Republic of)",CYM,VEN,0,0,0,92,0,0,0
2021,Chile,"Venezuela (Bolivarian Republic of)",CHL,VEN,22,4714,0,500271,0,0,0
2021,Colombia,"Venezuela (Bolivarian Republic of)",COL,VEN,1297,28785,0,1842390,0,0,0
2021,"Costa Rica","Venezuela (Bolivarian Republic of)",CRI,VEN,1492,7288,0,21766,0,0,0
2021,"Curacao ","Venezuela (Bolivarian Republic of)",CUW,VEN,0,0,0,17000,0,0,0
2021,Czechia,"Venezuela (Bolivarian Republic of)",CZE,VEN,7,8,0,0,0,0,0
2021,Denmark,"Venezuela (Bolivarian Republic of)",DNK,VEN,5,0,0,0,0,0,0
2021,"Dominican Rep.","Venezuela (Bolivarian Republic of)",DOM,VEN,0,278,0,116000,0,0,0
2021,Ecuador,"Venezuela (Bolivarian Republic of)",ECU,VEN,798,4255,0,503882,0,0,0
2021,Finland,"Venezuela (Bolivarian Republic of)",FIN,VEN,7,6,0,0,0,0,0
2021,France,"Venezuela (Bolivarian Republic of)",FRA,VEN,1232,425,0,0,0,0,0
2021,"United Kingdom of Great Britain and Northern Ireland","Venezuela (Bolivarian Republic of)",GBR,VEN,67,31,0,0,0,0,0
2021,Germany,"Venezuela (Bolivarian Republic of)",DEU,VEN,1113,728,0,0,0,0,0
2021,Greece,"Venezuela (Bolivarian Republic of)",GRC,VEN,14,5,0,0,0,0,0
2021,Grenada,"Venezuela (Bolivarian Republic of)",GRD,VEN,0,0,0,234,0,0,0
2021,Guatemala,"Venezuela (Bolivarian Republic of)",GTM,VEN,36,126,0,1469,0,0,0
2021,Guyana,"Venezuela (Bolivarian Republic of)",GUY,VEN,0,0,0,25800,0,0,0
2021,Honduras,"Venezuela (Bolivarian Republic of)",HND,VEN,9,16,0,0,0,0,0
2021,Iceland,"Venezuela (Bolivarian Republic of)",ISL,VEN,429,190,0,0,0,0,0
2021,India,"Venezuela (Bolivarian Republic of)",IND,VEN,5,6,0,0,0,0,0
2021,Indonesia,"Venezuela (Bolivarian Republic of)",IDN,VEN,0,5,0,0,0,0,0
2021,Ireland,"Venezuela (Bolivarian Republic of)",IRL,VEN,140,61,0,0,0,0,0
2021,Israel,"Venezuela (Bolivarian Republic of)",ISR,VEN,0,5,0,0,0,0,0
2021,Italy,"Venezuela (Bolivarian Republic of)",ITA,VEN,2906,391,0,0,0,0,0
2021,Jamaica,"Venezuela (Bolivarian Republic of)",JAM,VEN,0,0,0,67,0,0,0
2021,Jordan,"Venezuela (Bolivarian Republic of)",JOR,VEN,0,5,0,0,0,0,0
2021,Kyrgyzstan,"Venezuela (Bolivarian Republic of)",KGZ,VEN,0,5,0,0,0,0,0
2021,"Rep. of Korea","Venezuela (Bolivarian Republic of)",KOR,VEN,0,12,0,0,0,0,0
2021,Lebanon,"Venezuela (Bolivarian Republic of)",LBN,VEN,0,5,0,0,0,0,0
2021,Luxembourg,"Venezuela (Bolivarian Republic of)",LUX,VEN,8,100,0,0,0,0,0
2021,Mexico,"Venezuela (Bolivarian Republic of)",MEX,VEN,16585,9212,0,63179,0,0,0
2021,Montenegro,"Venezuela (Bolivarian Republic of)",MNE,VEN,0,5,0,0,0,0,0
2021,Malta,"Venezuela (Bolivarian Republic of)",MLT,VEN,24,58,0,0,0,0,0
2021,"Netherlands (Kingdom of the)","Venezuela (Bolivarian Republic of)",NLD,VEN,107,67,0,0,0,0,0
2021,Norway,"Venezuela (Bolivarian Republic of)",NOR,VEN,19,22,0,0,0,0,0
2021,"New Zealand","Venezuela (Bolivarian Republic of)",NZL,VEN,5,0,0,0,0,0,0
2021,Panama,"Venezuela (Bolivarian Republic of)",PAN,VEN,61,2453,0,128000,0,0,0
2021,Paraguay,"Venezuela (Bolivarian Republic of)",PRY,VEN,3412,440,0,1910,0,0,0
2021,Peru,"Venezuela (Bolivarian Republic of)",PER,VEN,4098,531822,0,791442,0,0,0
2021,Poland,"Venezuela (Bolivarian Republic of)",POL,VEN,17,0,0,0,0,0,0
2021,Portugal,"Venezuela (Bolivarian Republic of)",PRT,VEN,0,76,0,0,0,0,0
2021,"El Salvador","Venezuela (Bolivarian Republic of)",SLV,VEN,12,13,0,0,0,0,0
2021,Spain,"Venezuela (Bolivarian Republic of)",ESP,VEN,88492,19205,0,0,0,0,0
2021,"Saint Kitts and Nevis","Venezuela (Bolivarian Republic of)",KNA,VEN,0,0,0,60,0,0,0
2021,Suriname,"Venezuela (Bolivarian Republic of)",SUR,VEN,12,331,0,0,0,0,0
2021,Sweden,"Venezuela (Bolivarian Republic of)",SWE,VEN,41,41,0,0,0,0,0
2021,Switzerland,"Venezuela (Bolivarian Republic of)",CHE,VEN,53,45,0,0,0,0,0
2021,"Sint Maarten (Dutch part)","Venezuela (Bolivarian Republic of)",SXM,VEN,0,41,0,0,0,0,0
2021,"Trinidad and Tobago","Venezuela (Bolivarian Republic of)",TTO,VEN,3221,18322,0,8403,0,0,0
2021,Uruguay,"Venezuela (Bolivarian Republic of)",URY,VEN,414,2064,0,14995,0,0,0
2021,"United States of America","Venezuela (Bolivarian Republic of)",USA,VEN,18735,246745,0,0,0,0,0
2021,"Saint Vincent and the Grenadines","Venezuela (Bolivarian Republic of)",VCT,VEN,0,0,0,5,0,0,0
2021,"Venezuela (Bolivarian Republic of)","Venezuela (Bolivarian Republic of)",VEN,VEN,0,0,0,0,0,0,1389980
2024,Aruba,"Venezuela (Bolivarian Republic of)",ABW,VEN,0,0,0,11470,0,0,0
2024,Albania,"Venezuela (Bolivarian Republic of)",ALB,VEN,5,0,0,0,0,0,0
2024,Argentina,"Venezuela (Bolivarian Republic of)",ARG,VEN,333,667,0,164616,0,0,0
2024,Australia,"Venezuela (Bolivarian Republic of)",AUS,VEN,134,227,0,0,0,0,0
2024,Austria,"Venezuela (Bolivarian Republic of)",AUT,VEN,177,104,0,0,0,0,0
2024,Belgium,"Venezuela (Bolivarian Republic of)",BEL,VEN,497,879,0,0,0,0,0
2024,"Bolivia (Plurinational State of)","Venezuela (Bolivarian Republic of)",BOL,VEN,240,0,0,18475,0,0,10324
2024,Brazil,"Venezuela (Bolivarian Republic of)",BRA,VEN,141269,21194,0,464395,0,0,0
2024,Canada,"Venezuela (Bolivarian Republic of)",CAN,VEN,3578,3281,0,0,0,0,0
2024,"Cayman Islands","Venezuela (Bolivarian Republic of)",CYM,VEN,0,0,0,0,0,0,58
2024,Chile,"Venezuela (Bolivarian Republic of)",CHL,VEN,93,8895,0,523727,0,0,0
2024,Colombia,"Venezuela (Bolivarian Republic of)",COL,VEN,1070,28294,0,2779604,0,0,0
2024,"Costa Rica","Venezuela (Bolivarian Republic of)",CRI,VEN,5585,10476,0,13283,0,0,0
2024,"Curacao ","Venezuela (Bolivarian Republic of)",CUW,VEN,0,0,0,11593,0,0,0
2024,Czechia,"Venezuela (Bolivarian Republic of)",CZE,VEN,12,16,0,0,0,0,0
2024,Denmark,"Venezuela (Bolivarian Republic of)",DNK,VEN,5,5,0,0,0,0,0
2024,"Dominican Rep.","Venezuela (Bolivarian Republic of)",DOM,VEN,0,206,0,125343,0,0,0
2024,Ecuador,"Venezuela (Bolivarian Republic of)",ECU,VEN,2493,3188,0,439097,0,0,0
2024,Finland,"Venezuela (Bolivarian Republic of)",FIN,VEN,11,50,0,0,0,0,0
2024,France,"Venezuela (Bolivarian Republic of)",FRA,VEN,2575,463,0,0,0,0,0
2024,"United Kingdom of Great Britain and Northern Ireland","Venezuela (Bolivarian Republic of)",GBR,VEN,88,29,0,0,0,0,0
2024,Germany,"Venezuela (Bolivarian Republic of)",DEU,VEN,2741,5639,0,0,0,0,0
2024,Greece,"Venezuela (Bolivarian Republic of)",GRC,VEN,11,18,0,0,0,0,0
2024,Guatemala,"Venezuela (Bolivarian Republic of)",GTM,VEN,142,702,0,0,0,0,96614
2024,Guyana,"Venezuela (Bolivarian Republic of)",GUY,VEN,0,11,0,23400,0,0,0
2024,Honduras,"Venezuela (Bolivarian Republic of)",HND,VEN,10,61,0,0,0,0,85405
2024,Croatia,"Venezuela (Bolivarian Republic of)",HRV,VEN,0,6,0,0,0,0,0
2024,Hungary,"Venezuela (Bolivarian Republic of)",HUN,VEN,5,0,0,0,0,0,0
2024,Iceland,"Venezuela (Bolivarian Republic of)",ISL,VEN,1340,655,0,0,0,0,0
2024,India,"Venezuela (Bolivarian Republic of)",IND,VEN,5,5,0,0,0,0,0
2024,Ireland,"Venezuela (Bolivarian Republic of)",IRL,VEN,160,35,0,0,0,0,0
2024,Italy,"Venezuela (Bolivarian Republic of)",ITA,VEN,4406,3276,0,0,0,0,0
2024,Luxembourg,"Venezuela (Bolivarian Republic of)",LUX,VEN,5,330,0,0,0,0,0
2024,Mexico,"Venezuela (Bolivarian Republic of)",MEX,VEN,24384,17284,0,64347,0,0,28111
2024,Malta,"Venezuela (Bolivarian Republic of)",MLT,VEN,7,65,0,0,0,0,0
2024,"Netherlands (Kingdom of the)","Venezuela (Bolivarian Republic of)",NLD,VEN,294,387,0,0,0,0,0
2024,Norway,"Venezuela (Bolivarian Republic of)",NOR,VEN,66,171,0,0,0,0,0
2024,"New Zealand","Venezuela (Bolivarian Republic of)",NZL,VEN,5,5,0,0,0,0,0
2024,Panama,"Venezuela (Bolivarian Republic of)",PAN,VEN,93,965,0,56921,0,0,0
2024,Paraguay,"Venezuela (Bolivarian Republic of)",PRY,VEN,4730,850,0,0,0,0,0
2024,Peru,"Venezuela (Bolivarian Republic of)",PER,VEN,4942,522732,0,1135215,0,0,0
2024,Poland,"Venezuela (Bolivarian Republic of)",POL,VEN,20,11,0,0,0,0,0
2024,Portugal,"Venezuela (Bolivarian Republic of)",PRT,VEN,5,116,0,0,0,0,0
2024,"El Salvador","Venezuela (Bolivarian Republic of)",SLV,VEN,13,30,0,0,0,0,0
2024,Spain,"Venezuela (Bolivarian Republic of)",ESP,VEN,136485,84905,0,0,0,0,0
2024,Suriname,"Venezuela (Bolivarian Republic of)",SUR,VEN,12,482,0,0,0,0,0
2024,Sweden,"Venezuela (Bolivarian Republic of)",SWE,VEN,62,38,0,0,0,0,0
2024,Switzerland,"Venezuela (Bolivarian Republic of)",CHE,VEN,99,136,0,0,0,0,0
2024,"Sint Maarten (Dutch part)","Venezuela (Bolivarian Republic of)",SXM,VEN,0,124,0,0,0,0,12
2024,"Trinidad and Tobago","Venezuela (Bolivarian Republic of)",TTO,VEN,3035,18538,0,7922,0,0,0
2024,Uruguay,"Venezuela (Bolivarian Republic of)",URY,VEN,799,4416,0,35951,0,0,0
2024,"United States of America","Venezuela (Bolivarian Republic of)",USA,VEN,28128,620074,0,0,0,0,0
2024,"Venezuela (Bolivarian Republic of)","Venezuela (Bolivarian Republic of)",VEN,VEN,0,0,0,0,0,0,590346
2023,Aruba,"Venezuela (Bolivarian Republic of)",ABW,VEN,0,0,0,17085,0,0,0
2023,Albania,"Venezuela (Bolivarian Republic of)",ALB,VEN,5,0,0,0,0,0,0
2023,Argentina,"Venezuela (Bolivarian Republic of)",ARG,VEN,316,1885,0,215541,0,0,0
2023,Australia,"Venezuela (Bolivarian Republic of)",AUS,VEN,470,190,0,0,0,0,0
2023,Austria,"Venezuela (Bolivarian Republic of)",AUT,VEN,131,82,0,0,0,0,0
2023,Barbados,"Venezuela (Bolivarian Republic of)",BRB,VEN,0,5,0,0,0,0,0
2023,Belgium,"Venezuela (Bolivarian Republic of)",BEL,VEN,511,640,0,0,0,0,0
2023,"Bolivia (Plurinational State of)","Venezuela (Bolivarian Republic of)",BOL,VEN,240,7,0,16103,0,0,0
2023,Brazil,"Venezuela (Bolivarian Republic of)",BRA,VEN,128570,18848,0,363081,0,0,0
2023,Bulgaria,"Venezuela (Bolivarian Republic of)",BGR,VEN,0,5,0,0,0,0,0
2023,Canada,"Venezuela (Bolivarian Republic of)",CAN,VEN,1706,3226,0,0,0,0,0
2023,"Cayman Islands","Venezuela (Bolivarian Republic of)",CYM,VEN,0,0,0,0,0,0,144
2023,Chile,"Venezuela (Bolivarian Republic of)",CHL,VEN,68,8627,0,435728,0,0,0
2023,Colombia,"Venezuela (Bolivarian Republic of)",COL,VEN,1134,23449,0,2851160,0,0,0
2023,"Costa Rica","Venezuela (Bolivarian Republic of)",CRI,VEN,4752,8774,0,18448,0,0,0
2023,"Curacao ","Venezuela (Bolivarian Republic of)",CUW,VEN,0,0,0,14000,0,0,0
2023,Czechia,"Venezuela (Bolivarian Republic of)",CZE,VEN,11,18,0,0,0,0,0
2023,Denmark,"Venezuela (Bolivarian Republic of)",DNK,VEN,5,0,0,0,0,0,0
2023,"Dominican Rep.","Venezuela (Bolivarian Republic of)",DOM,VEN,184,2116,0,121841,0,0,0
2023,Ecuador,"Venezuela (Bolivarian Republic of)",ECU,VEN,1979,3525,0,469441,0,0,0
2023,Finland,"Venezuela (Bolivarian Republic of)",FIN,VEN,8,50,0,0,0,0,0
2023,France,"Venezuela (Bolivarian Republic of)",FRA,VEN,2126,530,0,0,0,0,0
2023,"United Kingdom of Great Britain and Northern Ireland","Venezuela (Bolivarian Republic of)",GBR,VEN,94,21,0,0,0,0,0
2023,Germany,"Venezuela (Bolivarian Republic of)",DEU,VEN,1968,4710,0,0,0,0,0
2023,Greece,"Venezuela (Bolivarian Republic of)",GRC,VEN,15,11,0,0,0,0,0
